companyName,aliases,region,country,city,legalEntity,registeredCapital,businessScope,categories,tier,lifecycleStatus,website,financingSummary,confidence,scopeStatus,discoveryRound,seeded,strongEvidenceCount,weakEvidenceCount,validationStatus,missingFields,primaryEvidenceUrl,evidenceCount
"Cambridge Cognition , Ltd., US Agent: Clementi Associates , Ltd.",,Europe,GB,Bottisham,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161328,1
"Cambridge Heart, Inc.",,US,US,South West Ranches,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983102,1
Canon Inc. -Medical Equipment Group,,,JP,"Tachikawa-Shi, Tokyo",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111682,1
Capsule Technologie Sas,,US,US,Andover,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200856,1
"Card Guard Scientific Survival , Ltd.",,US,US,Malibu,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960553,1
"Cardiac Control Systems, Inc.",,US,US,Palm Coast,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K884023,1
"Cardiac Pacemakers, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831160,1
Cardiac Telecommunications,,US,US,Houston,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000609,1
"Cardima, Inc.",,US,US,Fremont,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060715,1
Cardinalhealth,,US,US,Waukegan,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252313,1
"Cardiovascular Diagnostics, Inc.",,US,US,Raleigh,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K981178,1
"Care Products, Inc.",,US,US,Waterbury,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030216,1
Care Wise Medical Products Corp.,,US,US,Morgan Hill,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K884770,1
Careglove Global Sdn. Bhd.,,,MY,Seremban,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230121,1
Carestream Health,"Carestream Health, Inc.",US,US,Rochester,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253185,2
"Catco Medical, Inc.",,US,US,San Antonio,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944504,1
"Catheter Robotics, Inc.",,US,US,Mt. Olive,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140009,1
Cedars-Sinai Medical Center,,US,US,Los Angeles,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172609,1
"Cerebra Medical , Ltd.",,,CA,Winnipeg,,not_checked_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K213007,1
"Cerebral Assessment Systems, Inc.",,US,US,Pittsford,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN130033,1
"Cereve, Inc.",,US,US,Oakmont,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,1
"Changsha Anxiang Medical Technology Co., Ltd.",,China,CN,Changsha,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K242567,1
"Charnwood Dynamics , Ltd.",,Europe,GB,"Rothley, Leicestershire",,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K033514,1
"Chattanooga Group, Inc.",,US,US,Walker,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813593,2
Chesebrough-Pond'S U.S.A. Co.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833923,1
Ciba Corning Diagnostics Corp.,,US,US,East Walpole,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K875117,1
Ciba Vision Corporation,,US,US,Duluth,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K993949,1
"Clinical Information Systems, Inc.",,US,US,Ann Arbor,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K882352,1
"Cnd Global Technologies, Inc.",,US,US,Cumberland,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K190234,1
"Cobe Laboratories, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830629,1
Cochlear Americas,,US,US,Lone Tree,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212136,1
Codonics.Incorporated,,US,US,Middleburg Heights,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251352,1
Colon Therapeutics,,US,US,Groves,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972455,1
Conair Corp.,,US,US,Stamford,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924584,1
Concord/Portex,,US,US,Keene,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912043,1
Condor Instruments Ltda. - Epp,,,BR,Sao Paulo,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151784,1
Conmedcorp,,US,US,Utica,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963787,1
"Conphar, Inc.",,US,US,Walker,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813385,1
"Cook, Inc.",Cook Incorporated,US,US,Walker,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K772011,2
"Copal, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832721,1
"Corventis, Inc.",,US,US,San Jose,,not_applicable_or_not_disclosed,,health_management_platform; patient_engagement; remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090696,2
Craniofacial Pain Center of Idaho,,US,US,Boise,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,1
"CSA Medical, Inc.",,US,US,Lexington,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171522,1
"Currie Medical Specialties, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830333,1
"Customed, Inc.",,US,US,Fajardo,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930986,2
Cybex,,US,US,Ronkonkoma,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,1
"Daesung America Co., Inc.",,US,US,Fort Lee,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K892978,1
"Darmiyan, Inc.",,US,US,Berkeley,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN220066,1
Dash Medical Gloves Sdn Bhd,,US,US,Franklin,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K992128,1
"Datascope Corp., Patient Monitoring Division",,US,US,Mahwh,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K091834,1
Datex-Ohmeda,,US,US,Needham,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023497,1
"Den Tek Oral Care, Inc.",,US,US,Washington,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K083400,1
"Denttio, Inc.",,US,US,Los Angeles,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153144,1
"Deseret Medical, Inc.",,US,US,Sandy,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904121,1
"Devon Industries, Inc.",,US,US,Chatsworth,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954015,1
Dhd Medical Products Div. Diemolding Corp.,,US,US,Walker,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832545,2
"Dia Imaging Analysis, Ltd.",,,IL,Beer-Sheva,,not_checked_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243862,1
Diagnostic Monitoring Software,,US,US,Stateline,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K133014,1
